id,en,ch,manualTag,tranlatedTag,tatoebaEnId,tatoebaChId,wordDifficulty,syllablesCount,combinedDifficulty,isOneHundredPoints
323,He's three inches taller than I am.,他比我高三英寸。,,比較,287533,875323,3,9,11.1,TRUE
324,Your bicycle is similar to mine.,你的腳踏車和我的很像。,,比較,17101,871075,3,8,10.1,TRUE
325,Your opinion is similar to mine.,你的意見和我類似。,,比較,17319,868488,5,10,13.5,TRUE
326,Tom is the tallest in his family.,湯姆是他家裡長得最高的。,,比較,37176,907482,2,10,11.4,TRUE
327,Taking off is easier than landing.,起飛比降落容易。,,比較,325392,798304,3,9,11.1,TRUE
328,Asia is much larger than Australia.,亞洲比澳洲大很多。,,比較,71856,844580,6,10,14.2,TRUE
329,My opinion is different from yours.,我的看法和你不同。,,比較,250435,852191,4,10,12.8,TRUE
330,He compared his car to the new model.,他拿他的車和新款車作比較。,,比較,298765,779534,4,11,13.8,TRUE
331,I'm much better today than yesterday.,我今天覺得比昨天好多了。,,比較,257751,919721,3,10,12.1,TRUE
332,The meeting ended earlier than usual.,會議比往常早結束。,,比較,22503,865555,4,10,12.8,TRUE
333,She gets up the earliest in my family.,她是我家最早起床的人。,,比較,314300,5405457,0,11,11,TRUE
334,The picture looks better at a distance.,這幅畫遠看更好看。,,比較,22072,336677,3,10,12.1,TRUE
335,These products are of the same quality.,這些產品品質相當。,,比較,55147,796862,6,10,14.2,TRUE
336,You work as hard as he did at your age.,你跟他在你這個年紀時一樣努力工作。,,比較,15848,775636,2,10,11.4,TRUE
338,Europe has a smaller population than Asia.,歐洲的人口比亞洲少。,,比較,30014,390530,7,13,17.9,TRUE
339,Our problems are nothing compared to hers.,我們的問題和她比起來不算什麼。,,比較,247687,799275,4,11,13.8,TRUE
340,Taiwanese food is milder than Indian food.,台灣菜比印度菜口味淡。,,比較,275467,797034,17,11,22.9,TRUE
341,He has three times as many books as I have.,他擁有的書是我的三倍。,,比較,297860,5933790,0,12,12,TRUE
342,These flowers bloom earlier than others do.,這些花比別的花早開花。,,比較,60055,796935,6,10,14.2,TRUE
343,He is as smart as any other boy in the class.,他和班上其他男生一樣聰明。,,比較,289737,333119,3,13,15.1,TRUE
344,My brother is not as tall as I was two years ago.,我弟弟沒我兩年前高。,,比較,278570,332982,3,14,16.1,TRUE
345,People are more educated now than they used to be.,現在的人教育程度比以前高得多。,,比較,239588,332680,5,14,17.5,TRUE
346,You are no better at remembering things than I am.,你記事情的能力沒有不比我好多少。,,比較,4908,1778305,3,14,16.1,TRUE
348,The population of London is much greater than that of any other British city.,倫敦的人口遠遠多於其他英國城市的人口。,,比較,29283,5363942,6,23,27.2,TRUE
349,My camera is different from yours.,我的相機跟你的不同。,,比較,250290,861126,2,10,11.4,TRUE
350,Hi.,嗨。,招呼,歡迎,538123,891077,0,1,1,TRUE
352,Good morning.,早安,招呼,歡迎,2258234,335381,0,3,3,TRUE
353,Welcome.,歡迎。,,歡迎,138919,343770,0,2,2,TRUE
354,Einstein loved playing the violin.,愛因斯坦喜歡拉小提琴。,,"樂器,英文姓氏",71912,833788,8,10,15.6,TRUE
356,Can you play the guitar?,你會彈吉他嗎？,,樂器,63394,389409,3,6,8.1,TRUE
358,Mary plays the piano.,瑪麗彈鋼琴。,,樂器,31969,824592,1,6,6.7,TRUE
359,He's very good at guitar.,他非常擅長吉他。,,樂器,467853,833224,2,7,8.4,TRUE
360,He often plays the guitar.,他常常彈吉他。,,樂器,293244,834368,3,7,9.1,TRUE
361,I want to play the guitar.,我想彈吉他。,,樂器,253369,781682,2,7,8.4,TRUE
362,I do not play the piano.,我不彈鋼琴。,,樂器,255458,910384,1,7,7.7,TRUE
363,I like playing the piano.,我喜歡彈鋼琴。,,樂器,255455,347427,0,8,8,TRUE
365,I asked Tom to play the guitar.,我叫湯姆彈吉他。,,樂器,255283,791478,4,9,11.8,TRUE
366,I play the guitar after school.,我放學後彈吉他。,,樂器,261708,852619,2,8,9.4,TRUE
367,I will play the guitar for you.,我會為你彈吉他。,,樂器,252734,887904,4,8,10.8,TRUE
368,She played the guitar and he sang.,她彈了吉他，他唱了歌。,,樂器,308009,894090,2,10,11.4,TRUE
369,I am playing the piano now.,我現在正在彈鋼琴。,,樂器,257470,918555,2,9,10.4,TRUE
370,My sister has a nice piano.,我妹妹有台好的鋼琴。,,樂器,245572,795773,0,8,8,TRUE
371,I play the guitar after dinner.,我晚飯後彈吉他。,,樂器,262092,850384,2,9,10.4,TRUE
372,She played a tune on the piano.,她在鋼琴上彈了一首曲子。,,樂器,312023,893036,3,10,12.1,TRUE
373,When do you practice the piano?,你什麼時候練習彈鋼琴？,,樂器,70199,869882,1,8,8.7,TRUE
374,I heard him play the piano once.,我聽過一次他彈鋼琴。,,樂器,259992,883033,2,8,9.4,TRUE
375,She takes private piano lessons.,她上私人鋼琴課。,,樂器,312032,844463,2,9,10.4,TRUE
376,He played the piano and she sang.,他彈了鋼琴，她唱了歌。,,樂器,283270,881214,0,10,10,TRUE
377,He's very good at playing guitar.,他很擅長彈吉他。,,樂器,467855,846086,2,10,11.4,TRUE
379,She accompanied me on the piano.,她彈了鋼琴為我伴奏。,,樂器,314176,850123,4,10,12.8,TRUE
380,Who's the man playing the piano?,那個正在彈鋼琴的男人是誰?,,樂器,7785052,895871,0,9,9,TRUE
381,Who's the man playing the violin?,那個正在拉小提琴的男人是誰?,,樂器,7785049,895882,2,9,10.4,TRUE
382,It is difficult to play the piano.,彈鋼琴很困難。,,樂器,34898,894387,2,10,11.4,TRUE
384,My brother bought an electric guitar.,我的兄弟買了電吉他。,,樂器,237852,1639567,5,10,13.5,TRUE
385,The girl playing the piano is my sister.,正在彈鋼琴的女孩是我妹妹。,,樂器,34903,811291,1,12,12.7,TRUE
386,Could you teach me how to play the piano?,您能教我彈鋼琴嗎？,,樂器,435660,785827,1,10,10.7,TRUE
387,She spends a lot of time practicing the piano.,她花很多時間練鋼琴。,,樂器,312035,336428,2,12,13.4,TRUE
390,Somebody is playing the piano.,有人正在彈鋼琴。,,樂器,40474,845475,3,11,13.1,TRUE
392,He was playing the piano.,他那時正在彈鋼琴。,,樂器,292479,833152,1,8,8.7,TRUE
393,This book is yours.,這本書是你的。,日常,是誰的,236799,771387,1,4,4.7,TRUE
394,World War II ended in 1945.,第二次世界大戰結束於1945年。,,"戰爭,年份",276061,798293,3,15,17.1,TRUE
395,The soldiers occupied the building.,士兵們佔領了這個建築。,,戰爭,681606,1360030,7,9,13.9,TRUE
399,I love her.,我愛她。,,"戀愛,喜歡",261221,759035,0,3,3,TRUE
401,She loves Tom.,她愛湯姆。,,"戀愛,喜歡",311828,826241,1,4,4.7,TRUE
402,"He loves her. She loves him, too.",他愛她。她也愛他。,,"戀愛,兩個句子",302877,803866,0,9,9,TRUE
403,I don't love you anymore.,我不再愛你了。,,"戀愛,不喜歡",556796,335060,3,7,9.1,TRUE
404,They are sure to fall in love.,他們一定會相戀的。,,"戀愛,一定/肯定/確定",305594,334616,2,7,8.4,TRUE
405,Married people sometimes wish they were single.,已婚的人有時候希望他們是單身。,,戀愛,238687,894369,4,11,13.8,TRUE
407,He must love you.,他一定很愛你。,,戀愛,63365,819403,1,4,4.7,TRUE
409,I'm in love with her.,我愛上她了。,,戀愛,394631,834647,1,5,5.7,TRUE
410,They love each other.,他們彼此相愛。,,戀愛,307721,803781,2,5,6.4,TRUE
411,I'll miss you so much.,我會非常想念你。,,戀愛,63377,803788,3,5,7.1,TRUE
412,"She loves Tom, not me.",她愛湯姆，而不是我。,,戀愛,308174,2052189,2,6,7.4,TRUE
413,He saw her and blushed.,他看到她就臉紅了。,,戀愛,317593,803810,4,6,8.8,TRUE
414,They talked about love.,他們聊了愛情。,,戀愛,306144,803783,0,6,6,TRUE
415,You make me happy.,你讓我感到了幸福。,,戀愛,63215,834382,0,5,5,TRUE
417,I no longer love him.,我已經不再愛他了。,,戀愛,454097,7772514,0,6,6,TRUE
418,I asked her for a date.,我約她出去約會。,,戀愛,261338,846425,2,7,8.4,TRUE
419,Are those two going out?,那兩個要出去嗎？,,戀愛,67886,803787,2,5,6.4,TRUE
421,I fell in love with her.,我愛上了她。,,戀愛,308938,816446,1,6,6.7,TRUE
422,He picked flowers for her.,他為她摘了些花。,,戀愛,302680,796816,3,7,9.1,TRUE
423,She married her classmate.,她跟她的同學結婚了。,,戀愛,310760,6131461,2,6,7.4,TRUE
424,It was love at first sight.,那是一見鍾情。,,戀愛,456157,334213,3,6,8.1,TRUE
425,You make life worth living.,你讓人生活得有價值。,,戀愛,70984,803805,2,6,7.4,TRUE
426,I will love you forever.,我會永遠愛你。,,戀愛,66141,803712,4,7,9.8,TRUE
427,I wonder if he loves me.,我不知道他是否愛我。,,戀愛,298092,803793,3,8,10.1,TRUE
428,He married a pretty girl.,他娶了一個漂亮的女孩。,,戀愛,289596,833131,1,7,7.7,TRUE
429,I was lonely without her.,沒有她，我很孤獨。,,戀愛,310510,375290,5,8,11.5,TRUE
430,You are everything to me.,你是我的一切。,,戀愛,249887,333179,1,7,7.7,TRUE
431,Have you ever loved a man?,你曾經愛上一個男人嗎？,,戀愛,55357,834332,0,8,8,TRUE
432,He married an air hostess.,他娶了一個空姐。,,戀愛,289381,334878,4,7,9.8,TRUE
433,I remember the first time.,我記得第一次。,,戀愛,244014,794229,2,7,8.4,TRUE
434,She gave him a tender kiss.,她給了他一個溫柔的吻。,,戀愛,316334,805593,2,7,8.4,TRUE
435,I love her and she loves me.,我愛她，她也愛我。,,戀愛,321946,803868,0,8,8,TRUE
436,Does he know that you love him?,他知道你愛他嗎?,,戀愛,17748,803884,0,7,7,TRUE
437,Does it sound like I'm in love?,聽起來像是我戀愛了嗎？,,戀愛,394638,887853,2,7,8.4,TRUE
438,"If you bite me, I'll bite back.",如果你咬我，我就咬回來。,,戀愛,430174,796814,3,7,9.1,TRUE
440,"You have lovely eyes, don't you?",你有一雙可愛的眼睛，不是嗎?,,戀愛,16879,803885,1,10,10.7,TRUE
441,Her look says that she loves you.,她的樣子在說她愛你。,,戀愛,308274,881860,0,8,8,TRUE
442,Has she ever fallen in love?,她曾經墜入過愛河嗎 ?,,戀愛,317500,1450473,1,8,8.7,TRUE
443,They decided to get married.,他們決定結婚了。,,戀愛,568569,803780,2,8,9.4,TRUE
445,The boy I love doesn't love me.,我愛的那個男孩不愛我。,,戀愛,246595,334596,1,8,8.7,TRUE
448,I do not love him any longer.,我已經不愛他了。,,戀愛,255796,7772514,2,9,10.4,TRUE
449,He married a very pretty girl.,他娶了一個很漂亮的女孩。,,戀愛,301337,848970,1,9,9.7,TRUE
450,I can't imagine life without you.,我無法想像沒有你的生活。,,戀愛,252796,941151,5,10,13.5,TRUE
451,You are the man I've been looking for.,你就是我一直要找的人。,,戀愛,17692,796779,3,9,11.1,TRUE
452,He fell in love with her at first sight.,他對她一見鍾情。,,戀愛,293837,793209,3,9,11.1,TRUE
453,Kiss me.,吻我。,,戀愛,565931,5092385,1,2,2.7,TRUE
454,I love my wife.,我愛我老婆。,,戀愛,436791,4759974,1,4,4.7,TRUE
455,I will never force you to marry him.,我永遠不會逼你跟他結婚的。,,戀愛,71325,790751,3,10,12.1,TRUE
456,She was obliged to marry the old man.,她不得不和這個老男人結婚。,,戀愛,311440,2456075,8,11,16.6,TRUE
457,I guess I'm never going to get married.,我想我永遠不會結婚。,,戀愛,56111,1718780,3,10,12.1,TRUE
458,Are you aware of how much she loves you?,你知道她有多麼愛你嗎?,,戀愛,15784,803871,4,11,13.8,TRUE
459,She seems to be in love with my brother.,她似乎喜歡上了我哥哥。,,戀愛,314311,5405489,2,10,11.4,TRUE
460,"He used to love me, she answered sadly.",他以前愛我，她傷心地回答。,,戀愛,28332,803904,0,12,12,TRUE
462,"I don't love her, not even if she loves me.",即使她愛我，我也不愛她。,,戀愛,261348,803860,3,13,15.1,TRUE
463,I refuse to be treated like a slave by you.,我拒絕被你像奴隸一樣對待。,,戀愛,17451,796773,7,12,16.9,TRUE
464,My sister married her high school classmate.,我的姐姐嫁給了她的高中同學。,,戀愛,250964,794027,2,10,11.4,TRUE
465,"I'll always love you, no matter what happens.",不論發生了什麼事，我會永遠愛你。,,戀愛,20106,803887,3,11,13.1,TRUE
467,"As long as we love each other, we'll be all right.",只要我們彼此相愛，我們會沒事的。,,戀愛,28736,803910,3,12,14.1,TRUE
468,"When I hear this song, I think of you, and miss you.",當我聽到這首歌，我想起了你，並想念著你。,,戀愛,409771,803771,3,12,14.1,TRUE
469,Do you want to get married first or have a child first?,你想先結婚還是先生孩子？,,戀愛,395839,352040,3,13,15.1,TRUE
470,"I thought he loved you, but as it is, he loved another girl.",我以為他愛你，但事實上，他愛另一個女孩。,,戀愛,295652,803864,2,17,18.4,TRUE
471,The poet expressed his burning passion for the woman he loved.,詩人對他愛的女人表達了他火熱的激情。,,戀愛,263403,803776,7,17,21.9,TRUE
472,You'll get into trouble if your girlfriend finds out the truth.,如果你女朋友發現真相的話，你會有麻煩的。,,戀愛,17402,796764,5,13,16.5,TRUE
473,He's a very romantic boyfriend who brings me flowers each night.,他是個非常浪漫的男友，每晚都送花給我。,,戀愛,292072,5655387,6,16,20.2,TRUE
474,Is it love?,那是愛嗎？,,戀愛,663921,3957684,1,3,3.7,TRUE
476,I need you.,我需要你。,,戀愛,17735,512853,1,3,3.7,TRUE
477,We love each other.,我們彼此相愛。,,戀愛,247916,803785,2,5,6.4,TRUE
478,I wonder if this is love.,我不知道這是不是愛。,,戀愛,435651,861147,4,7,9.8,TRUE
479,I'm sorry.,我很抱歉。,,"慣用句,重要短句",38387,824688,2,3,4.4,TRUE
480,We would like you to come to our party.,我們希望你來我們的派對。,,"想要/希望,邀請",262693,5591016,0,10,10,TRUE
481,I'd like to invite you to the party.,我想邀請你參加派對。,,"想要/希望,邀請",68815,347060,2,10,11.4,TRUE
482,I wish I could speak English.,但願我會講英語。,,"想要/希望,語言",26382,855648,2,7,8.4,TRUE
483,I want to brush up my English.,我要溫習一下我的英文。,,"想要/希望,語言",256230,877608,2,8,9.4,TRUE
484,I would like to brush up my English.,我想複習英語。,,"想要/希望,語言",256208,1416056,2,9,10.4,TRUE
485,I would like to speak English fluently.,我想把英語說得很流利。,,"想要/希望,語言",325468,894417,4,9,11.8,TRUE
486,I would like to improve my English pronunciation.,我想改善我的英語發音。,,"想要/希望,語言",256219,446163,5,13,16.5,TRUE
487,My daughter wants a piano.,我女兒想要一台鋼琴。,,"想要/希望,親戚/家人,樂器",251958,7773135,0,7,7,TRUE
488,I wish to see my father.,我希望看看我的父親。,,"想要/希望,親戚/家人",33478,851532,1,7,7.7,TRUE
489,His son wants to be a lawyer.,他兒子想當律師。,,"想要/希望,親戚/家人",287062,4270101,2,8,9.4,TRUE
490,I want a guitar.,我想要一把吉他。,,"想要/希望,樂器",63403,390449,2,5,6.4,TRUE
491,I want him to play the guitar.,我要他彈吉他。,,"想要/希望,樂器",260278,881849,2,8,9.4,TRUE
492,I wish I could buy that guitar.,但願我可以買那把吉他。,,"想要/希望,樂器",68709,894343,4,8,10.8,TRUE
494,Would you like a cup of coffee?,你要來杯咖啡嗎?,,"想要/希望,提供",62204,895192,0,7,7,TRUE
495,I want to marry a girl like her.,我想和一個像她那樣的女孩結婚。,,"想要/希望,戀愛",309055,334198,1,9,9.7,TRUE
496,"If you don't want to go, you don't need to.","如果你不想去, 就不必去了。",,"想要/希望,必要性",71450,793517,3,12,14.1,TRUE
497,"He'd like to have a coffee after work. ""I would too.""","他想在下班後喝杯咖啡。 ""我也想。""",,"想要/希望,對話",73565,790624,0,12,12,TRUE
498,I wish I were in Paris now.,但願我現在在巴黎。,,"想要/希望,城市",241537,894057,3,8,10.1,TRUE
499,I'd like to live in the suburbs of Kobe.,我想要住在科比的郊區。,,"想要/希望,地點,城市",258851,781130,7,10,14.9,TRUE
500,I wish he were here now.,我希望他現在在這裡。,,"想要/希望,地點",283642,857867,3,6,8.1,TRUE
501,He wants you to stay here.,他要你留在這裡。,,"想要/希望,地點",295622,848210,0,6,6,TRUE
503,I'd like to live in New York.,我想住在紐約。,,"想要/希望,地點",255340,801389,2,7,8.4,TRUE
504,I want you to stay here longer.,我希望你留在這兒久一點。,,"想要/希望,地點",257064,889558,0,8,8,TRUE
505,I'd like to swim in this river.,我想在這條河裡游泳。,,"想要/希望,地點",253681,894183,0,8,8,TRUE
506,He wants to work in a hospital.,他想在醫院工作。,,"想要/希望,地點",303089,875272,0,9,9,TRUE
507,I want to study abroad next year.,我明年想出國留學。,,"想要/希望,地點",325107,336179,3,9,11.1,TRUE
508,My brother wants to study abroad.,我哥哥想要出國唸書。,,"想要/希望,地點",250705,859050,2,9,10.4,TRUE
509,I want you to stay here until I get back.,我想你待在這裡直到我回來。,,"想要/希望,地點",247108,784114,2,11,12.4,TRUE
510,I hope I will have a chance to see you next time I'm in New York.,希望下次我在紐約還可以有機會見到你。,,"想要/希望,地點",246399,1867021,4,16,18.8,TRUE
511,Tom wants to go to Japan.,湯姆想去日本。,,"想要/希望,國家",37049,868084,1,7,7.7,TRUE
512,He wants to go to America.,他想去美國。,,"想要/希望,國家",252995,846568,0,9,9,TRUE
513,I want to visit South Korea.,我想參訪南韓。,,"想要/希望,國家",557329,1446885,1,8,8.7,TRUE
514,I want to go to America someday.,有一天我要去美國。,,"想要/希望,國家",253087,881199,3,12,14.1,TRUE
515,I want to visit Korea.,我想參訪韓國。,,"想要/希望,國家",556616,1446885,0,7,7,TRUE
517,I want something to write on.,我想要可以在上面寫字的東西。,,"想要/希望,介詞懸空",25088,858033,1,8,8.7,TRUE
520,I wish I could go to the party with you.,我希望我能和你一起參加派對。,,想要/希望,17612,1433798,2,11,12.4,TRUE
521,I'd like to go.,我想要去。,,想要/希望,241063,832461,0,4,4,TRUE
522,What do you want?,你想要什麼？,,想要/希望,1622,333098,0,4,4,TRUE
525,I wish I could swim.,我希望我會游泳。,,想要/希望,26397,834878,2,5,6.4,TRUE
526,I want Tom to win.,我想讓湯姆贏。,,想要/希望,2011371,5581735,1,5,5.7,TRUE
528,I want to go there.,我想去那裡。,,想要/希望,2011409,834662,0,5,5,TRUE
529,I wish I had a car.,但願我有一輛車。,,想要/希望,265406,851488,1,6,6.7,TRUE
530,I wish I were taller.,我希望我比較高。,,想要/希望,30375,834625,2,6,7.4,TRUE
531,I want to go with you.,我想和你一起去。,,想要/希望,28972,397152,0,6,6,TRUE
532,I want to sing a song.,我想唱個歌。,,想要/希望,27829,860559,1,6,6.7,TRUE
533,I wish I had seen her.,但願我見過她。,,想要/希望,308847,855681,1,6,6.7,TRUE
535,I would like to see it.,我想看看它。,,想要/希望,41846,861111,0,6,6,TRUE
536,He wants a book to read.,他想找本書來讀。,,想要/希望,302100,846270,0,6,6,TRUE
537,I want him to read this.,我想讓他讀這個。,,想要/希望,284568,3630309,0,6,6,TRUE
538,I wish I could help you.,但願我可以幫助你。,,想要/希望,63889,850300,2,6,7.4,TRUE
539,What does he want to do?,他到底想幹嘛？,,想要/希望,294309,1238191,0,6,6,TRUE
541,We want to know the facts.,我們想知道真相。,,想要/希望,263095,678180,1,6,6.7,TRUE
543,I want a piece of candy.,我想要一顆糖。,,想要/希望,2067,503091,2,7,8.4,TRUE
545,I want to get rid of it.,我想擺脫它。,,想要/希望,38715,887871,3,7,9.1,TRUE
546,I want to see you again.,我希望再次見到你。,,想要/希望,17494,856385,1,7,7.7,TRUE
548,I want to see your mother.,我想看看你的母親。,,想要/希望,252802,864275,0,7,7,TRUE
549,I want to travel with you.,我想和你去旅行。,,想要/希望,29042,851482,2,7,8.4,TRUE
550,What do you want me to do?,你要我做什麼?,,想要/希望,25106,903465,0,7,7,TRUE
551,I want to have my own room.,我想要有我自己的房間。,,想要/希望,258198,346070,1,7,7.7,TRUE
552,I wish I earned more money.,我希望我賺更多的錢。,,想要/希望,30512,864264,4,8,10.8,TRUE
553,I wish I knew where he was!,但願我知道他在哪裡。,,想要/希望,285890,894021,2,7,8.4,TRUE
554,This is just what I wanted.,我想要的就是這個。,,想要/希望,55891,1314313,2,7,8.4,TRUE
556,I would like to go with you.,我想和你一起走。,,想要/希望,27692,7774771,0,7,7,TRUE
557,She wants a new dress badly.,她很想要一條新的洋裝。,,想要/希望,315132,332966,0,7,7,TRUE
558,Would you like to go abroad?,你想出國嗎?,,想要/希望,16238,874404,2,7,8.4,TRUE
559,I want to go there once more.,我想再去那裡一次。,,想要/希望,31502,875295,2,7,8.4,TRUE
560,I don't want to eat lunch now.,我現在不想吃午飯。,,想要/希望,257469,472881,2,8,9.4,TRUE
561,I want something sweet to eat.,我想要吃甜的東西。,,想要/希望,25179,859138,1,8,8.7,TRUE
562,I want something to drink now.,我現在想要喝點東西。,,想要/希望,321813,858207,2,8,9.4,TRUE
563,I want to eat some cake first.,我想先吃點蛋糕。,,想要/希望,32812,887796,3,7,9.1,TRUE
564,I wish you could come with us.,但願你可以跟我們一起來。,,想要/希望,17838,893515,2,7,8.4,TRUE
565,I would like to know her name.,我想知道她的名字。,,想要/希望,309801,894304,0,7,7,TRUE
567,I want to drink something cold.,我想喝點冷飲。,,想要/希望,25015,851481,1,8,8.7,TRUE
568,What do you want for breakfast?,你早餐想要吃什麼？,,想要/希望,277779,868451,1,7,7.7,TRUE
569,What would you like for supper?,你晚餐想吃什麼?,,想要/希望,324627,864416,2,7,8.4,TRUE
570,I wish they would stop fighting.,我希望他們會停止打架。,,想要/希望,304930,862680,2,7,8.4,TRUE
571,What would you like for dessert?,你想要什麼甜點？,,想要/希望,39470,865582,3,7,9.1,TRUE
572,Where would you like to go next?,你下一步想去哪裡?,,想要/希望,264346,896496,1,7,7.7,TRUE
573,He wants something cold to drink.,他想喝些冷飲。,,想要/希望,294238,849016,1,8,8.7,TRUE
574,I want to breathe some fresh air.,我想呼吸一下新鮮空氣。,,想要/希望,419075,889138,5,7,10.5,TRUE
575,Where would you like to go first?,你想先去哪裡?,,想要/希望,32801,903615,1,7,7.7,TRUE
576,I want an MP3 player!,我想要一個MP3播放器！,,想要/希望,2161,503279,7,7,11.9,TRUE
577,I wish to go to Hawaii.,我希望去夏威夷。,,想要/希望,255439,862703,1,7,7.7,TRUE
578,I want to go to Seattle.,我想去西雅圖。,,想要/希望,53908,333258,7,6,10.9,TRUE
580,I want a few empty glasses.,我要一些空的玻璃杯。,,想要/希望,18302,1878284,4,8,10.8,TRUE
581,I wanted to show it to you.,我想把它給你看。,,想要/希望,17475,883036,1,8,8.7,TRUE
582,I'd like to be a guitarist.,我想要成為吉他手。,,想要/希望,253371,335723,8,8,13.6,TRUE
583,I am dying for a cold drink.,我迫切需要冷飲。,,想要/希望,326048,1450467,3,7,9.1,TRUE
585,I feel like going out today.,我今天想出門。,,想要/希望,242880,848941,2,7,8.4,TRUE
586,I want to see him very much.,我非常想見到他。,,想要/希望,255232,843420,0,8,8,TRUE
587,I don't want to get a suntan.,我不想曬黑。,,想要/希望,259794,429146,8,9,14.6,TRUE
588,I wish I didn't have to work.,我希望我不必工作。,,想要/希望,245417,891610,2,8,9.4,TRUE
589,I want to go abroad next year.,我明年想去國外。,,想要/希望,262161,889194,3,8,10.1,TRUE
592,Do you want any of these books?,你要這些書中的任何幾本嗎？,,想要/希望,55093,881171,1,8,8.7,TRUE
593,Do you want to eat out tonight?,你今晚想出去吃嗎？,,想要/希望,243017,881202,1,8,8.7,TRUE
594,I want to buy something to eat.,我想買點東西吃。,,想要/希望,256365,887788,1,9,9.7,TRUE
595,I want to talk with your uncle.,我想跟你叔叔談談。,,想要/希望,70572,875263,0,7,7,TRUE
596,I want you to read this letter.,我想你讀一下這封信。,,想要/希望,257066,487728,0,8,8,TRUE
598,Do you feel like going swimming?,你想去游泳嗎?,,想要/希望,26412,845500,1,7,7.7,TRUE
599,How awful!,太可怕了。,,"快速應對,驚訝/感嘆",72077,5102161,3,3,5.1,TRUE
600,Perfect!,完美！,,快速應對,374568,5092133,2,2,3.4,TRUE
602,You're joking!,你在開玩笑吧！,,快速應對,433882,825144,2,3,4.4,TRUE
605,No way!,不可能！,,快速應對,2175,503298,0,2,2,TRUE
606,That's true.,那是真的。,,快速應對,618799,771357,1,2,2.7,TRUE
607,You should practice playing the violin every day.,你應該每天練習拉小提琴。,,"忠告,頻率,樂器",16435,775787,3,14,16.1,TRUE
608,Children should drink milk every day.,小朋友應該每天喝牛奶。,,"忠告,頻率",245992,332690,0,9,9,TRUE
611,You had better stay here a little longer.,你最好在這裡待久一點。,,"忠告,期間,地點",16398,775783,1,10,10.7,TRUE
614,We'd better talk.,我們最好談談。,,"忠告,建議",2241531,5780618,1,4,4.7,TRUE
615,You shouldn't go out.,你不應該出去的。,,"忠告,建議",516307,833086,2,5,6.4,TRUE
616,Let them take care of themselves.,讓他們照顧他們自己。,,"忠告,建議",305123,798265,2,8,9.4,TRUE
617,You should rewrite this sentence.,你應該重寫這句話。,,"忠告,建議",57218,844450,6,7,11.2,TRUE
618,Why don't you give it another try?,你為什麼不再試一次?,,"忠告,建議",31501,896506,3,10,12.1,TRUE
619,You should do your homework now.,你現在該做功課了。,,"忠告,學校",242127,870376,1,8,8.7,TRUE
621,You shouldn't wait here.,你不應該在這裡等。,,"忠告,地點",405520,833193,1,5,5.7,TRUE
622,You'd better not wait here.,你最好不要在這裡等。,,"忠告,地點",16717,840526,2,6,7.4,TRUE
623,You should stay at home today.,你今天應該待在家。,,"忠告,地點",242793,875089,0,7,7,TRUE
624,Keep the money in a safe place.,把錢保存在安全的地方。,,"忠告,地點",18593,894378,2,8,9.4,TRUE
625,You should keep your valuables in a safe place.,你該把你的值錢東西放在一個安全的地方。,,"忠告,地點",20153,476629,5,11,14.5,TRUE
626,You shouldn't talk back to your parents like that.,你不應該對你父母那樣頂嘴。,,忠告,16796,775849,3,11,13.1,TRUE
628,You should try to form the habit of using your dictionaries.,你該養成用字典的習慣。,,忠告,16028,792843,4,16,18.8,TRUE
629,Never give up.,決不放棄。,,忠告,2249592,3783106,2,4,5.4,TRUE
631,You'd better not go.,你最好不要去。,,忠告,16161,833062,2,5,6.4,TRUE
632,You'd better hurry.,你最好快一點。,,忠告,1048337,466238,3,5,7.1,TRUE
633,We should do our best.,我們應該盡可能做到最好。,,忠告,28796,334642,0,5,5,TRUE
635,You'd better start now.,你最好現在就開始。,,忠告,16148,833061,2,5,6.4,TRUE
636,You should quit smoking.,你該戒菸了。,,忠告,495668,832959,3,5,7.1,TRUE
638,You should apologize.,你應該道歉。,,忠告,16023,825188,4,6,8.8,TRUE
640,You should go in person.,你應該親自去。,,忠告,411308,844511,1,6,6.7,TRUE
641,You should not go alone.,你不應該一個人去的。,,忠告,69783,845989,2,6,7.4,TRUE
642,You should see a doctor.,你應該去看醫生。,,忠告,405716,836382,4,6,8.8,TRUE
644,We should cancel the hike.,我們應該取消這次遠足。,,忠告,632558,795227,5,6,9.5,TRUE
645,You should be more careful.,你應該要更小心。,,忠告,16359,844525,3,7,9.1,TRUE
647,You should get your hair cut.,你該剪頭髮了。,,忠告,15857,343229,0,6,6,TRUE
649,You should tell him the truth.,你該告訴他真相。,,忠告,15830,501212,2,6,7.4,TRUE
650,Drivers should wear seat belts.,司機應該繫安全帶。,,忠告,26592,833251,4,6,8.8,TRUE
653,We ought to obey the law.,我們應該守法。,,忠告,263276,792784,6,7,11.2,TRUE
655,You'd better go in person.,你最好親自去。,,忠告,237716,845489,2,7,8.4,TRUE
656,You'd better not go today.,你今天最好不要去。,,忠告,242839,844472,2,7,8.4,TRUE
657,You ought to see a dentist.,你應該去看牙醫。,,忠告,16070,872128,5,7,10.5,TRUE
658,You should obey your parents.,你該聽你父母的話。,,忠告,237640,811286,3,7,9.1,TRUE
659,You shouldn't break promises.,你不該違背你的諾言。,,忠告,68882,426337,4,7,9.8,TRUE
